#Host Common Name|Host Species|Order|Family|Genus|Species|ITIS Number|Species Type
white-browed crake|Porzana cinerea|Gruiformes|Rallidae|Porzana|cinerea|176243|Avian
ruddy-breasted crake|Porzana fusca|Gruiformes|Rallidae|Porzana|fusca|176247|Avian
little crake|Porzana parva|Gruiformes|Rallidae|Porzana|parva|176249|Avian
spotted crake|Porzana porzana|Gruiformes|Rallidae|Porzana|porzana|176241|Avian
Baillon's crake|Porzana pusilla|Gruiformes|Rallidae|Porzana|pusilla|176251|Avian
crake|Porzana sp.|Gruiformes|Rallidae|Porzana|Unknown|176240|Avian
monkey|Primates|Primates|Unknown|Unknown|Unknown|180089|Non-human Mammal
non-human primate|Primates|Primates|Unknown|Unknown|Unknown|180089|Non-human Mammal
banded prinia|Prinia bairdii|Passeriformes|Cisticolidae|Prinia|bairdii|562432|Avian
yellow-bellied prinia|Prinia flaviventris|Passeriformes|Cisticolidae|Prinia|flaviventris|562439|Avian
graceful prinia|Prinia gracilis|Passeriformes|Cisticolidae|Prinia|gracilis|562441|Avian
plain prinia|Prinia inornata|Passeriformes|Cisticolidae|Prinia|inornata|562443|Avian
brown prinia|Prinia polychroa|Passeriformes|Cisticolidae|Prinia|polychroa|562449|Avian
rufescent prinia|Prinia rufescens|Passeriformes|Cisticolidae|Prinia|rufescens|562450|Avian
tawny-flanked prinia|Prinia subflava|Passeriformes|Cisticolidae|Prinia|subflava|562453|Avian
petrel|Procellariidae|Procellariiformes|Procellariidae|Unknown|Unknown|174532|Avian
shearwater|Procellariidae|Procellariiformes|Procellariidae|Unknown|Unknown|174532|Avian
raccoon|Procyon lotor|Carnivora|Procyonidae|Procyon|lotor|180575|Non-human Mammal
purple martin|Progne subis|Passeriformes|Hirundinidae|Progne|subis|178464|Avian
black saw-wing|Psalidoprocne pristoptera|Passeriformes|Hirundinidae|Psalidoprocne|pristoptera|562505|Avian
bushtit|Psaltriparus minimus|Passeriformes|Aegithalidae|Psaltriparus|minimus|178764|Avian
Saharan sand snake|Psammophis aegyptius|Squamata|Lamprophiidae|Psammophis|aegyptius|1082241|Other
striped sand snake|Psammophis sibilans|Squamata|Lamprophiidae|Psammophis|sibilans|1082249|Other
Montezuma oropendola|Psarocolius montezuma|Passeriformes|Icteridae|Psarocolius|montezuma|726204|Avian
brown-chested alethe|Pseudalethe poliocephala|Passeriformes|Turdidae|Pseudalethe|poliocephala|916176|Avian
brown cacholote|Pseudoseisura lophotes|Passeriformes|Furnariidae|Pseudoseisura|lophotes|562543|Avian
parakeet|Psittacidae|Psittaciformes|Psittacidae|Unknown|Unknown|177405|Avian
parrot|Psittacidae|Psittaciformes|Psittacidae|Unknown|Unknown|177405|Avian
rose-ringed parakeet|Psittacula krameri|Psittaciformes|Psittaculidae|Psittacula|krameri|177650|Avian
blossom-headed parakeet|Psittacula roseata|Psittaciformes|Psittaculidae|Psittacula|roseata|177652|Avian
parakeet|Psittacula sp.|Psittaciformes|Psittacidae|Psittacula|Unknown|177640|Avian
four-banded sandgrouse|Pterocles quadricinctus|Pteroclidiformes|Pteroclididae|Pterocles|quadricinctus|177057|Avian
lettered aracari|Pteroglossus inscriptus|Piciformes|Ramphastidae|Pteroglossus|inscriptus|554283|Avian
flying fox|Pteropodidae|Chiroptera|Pteropodidae|Unknown|Unknown|180029|Non-human Mammal
Rodriguez flying fox|Pteropus rodricensis|Chiroptera|Pteropodidae|Pteropus|rodricensis|203459|Non-human Mammal
large flying fox bat|Pteropus vampyrus|Chiroptera|Pteropodidae|Pteropus|vampyrus|631662|Non-human Mammal
stone partridge|Ptilopachus petrosus|Galliformes|Phasianidae|Ptilopachus|petrosus|176048|Avian
Cassin's auklet|Ptychoramphus aleuticus|Charadriiformes|Alcidae|Ptychoramphus|aleuticus|177013|Avian
spotted thrush-babbler|Ptyrticus turdinus|Passeriformes|Pellorneidae|Ptyrticus|turdinus|562594|Avian
thrush babbler|Ptyrticus turdinus|Passeriformes|Pellorneidae|Ptyrticus|turdinus|562594|Avian
great shearwater|Puffinus gravis|Procellariiformes|Procellariidae|Puffinus|gravis|174549|Avian
sooty shearwater|Puffinus griseus|Procellariiformes|Procellariidae|Puffinus|griseus|174553|Avian
wedge-tailed shearwater|Puffinus pacificus|Procellariiformes|Procellariidae|Puffinus|pacificus|174550|Avian
shearwater|Puffinus sp.|Procellariiformes|Procellariidae|Puffinus|Unknown|174543|Avian
yelkouan shearwater|Puffinus yelkouan|Procellariiformes|Procellariidae|Puffinus|yelkouan|562599|Avian
mountain lion|Puma concolor|Carnivora|Felidae|Puma|concolor|552479|Non-human Mammal
ringed seal|Pusa hispida|Carnivora|Phocidae|Pusa|hispida|622018|Non-human Mammal
sooty-headed bulbul|Pycnonotus aurigaster|Passeriformes|Pycnonotidae|Pycnonotus|aurigaster|562601|Avian
common bulbul|Pycnonotus barbatus|Passeriformes|Pycnonotidae|Pycnonotus|barbatus|562602|Avian
streak-eared bulbul|Pycnonotus blanfordi|Passeriformes|Pycnonotidae|Pycnonotus|blanfordi|562604|Avian
stripe-throated bulbul|Pycnonotus finlaysoni|Passeriformes|Pycnonotidae|Pycnonotus|finlaysoni|562611|Avian
yellow-vented bulbul|Pycnonotus goiavier|Passeriformes|Pycnonotidae|Pycnonotus|goiavier|562613|Avian
red-whiskered bulbul|Pycnonotus jocosus|Passeriformes|Pycnonotidae|Pycnonotus|jocosus|178507|Avian
black-crested bulbul|Pycnonotus melanicterus|Passeriformes|Pycnonotidae|Pycnonotus|melanicterus|562618|Avian
Adelie penguin|Pygoscelis adeliae|Sphenisciformes|Spheniscidae|Pygoscelis|adeliae|174445|Avian
chinstrap penguin|Pygoscelis antarcticus|Sphenisciformes|Spheniscidae|Pygoscelis|antarcticus|723249|Avian
gentoo penguin|Pygoscelis papua|Sphenisciformes|Spheniscidae|Pygoscelis|papua|174447|Avian
penguin|Pygoscelis sp.|Sphenisciformes|Spheniscidae|Pygoscelis|Unknown|174444|Avian
black-bellied seedcracker|Pyrenestes ostrinus|Passeriformes|Estrildidae|Pyrenestes|ostrinus|562645|Avian
red-headed quelea|Quelea erythrops|Passeriformes|Ploceidae|Quelea|erythrops|562668|Avian
boat-tailed grackle|Quiscalus major|Passeriformes|Icteridae|Quiscalus|major|179108|Avian
great-tailed grackle|Quiscalus mexicanus|Passeriformes|Icteridae|Quiscalus|mexicanus|179109|Avian
common grackle|Quiscalus quiscula|Passeriformes|Icteridae|Quiscalus|quiscula|179104|Avian
water rail|Rallus aquaticus|Gruiformes|Rallidae|Rallus|aquaticus|176223|Avian
king rail|Rallus elegans|Gruiformes|Rallidae|Rallus|elegans|176207|Avian
Virginia rail|Rallus limicola|Gruiformes|Rallidae|Rallus|limicola|176221|Avian
keel-billed toucan|Ramphastos sulfuratus|Piciformes|Ramphastidae|Ramphastos|sulfuratus|554307|Avian
silver-beaked tanager|Ramphocelus carbo|Passeriformes|Thraupidae|Ramphocelus|carbo|562680|Avian
Passerini's tanager|Ramphocelus passerinii|Passeriformes|Thraupidae|Ramphocelus|passerinii|562686|Avian
Norway rat|Rattus norvegicus|Rodentia|Muridae|Rattus|norvegicus|180363|Non-human Mammal
rat|Rattus rattus|Rodentia|Muridae|Rattus|rattus|180362|Non-human Mammal
pied avocet|Recurvirostra avosetta|Charadriiformes|Recurvirostridae|Recurvirostra|avosetta|176723|Avian
red-necked avocet|Recurvirostra novaehollandiae|Charadriiformes|Recurvirostridae|Recurvirostra|novaehollandiae|176724|Avian
ruby-crowned kinglet|Regulus calendula|Passeriformes|Regulidae|Regulus|calendula|179870|Avian
golden-crowned kinglet|Regulus satrapa|Passeriformes|Regulidae|Regulus|satrapa|179865|Avian
Eurasian penduline tit|Remiz pendulinus|Passeriformes|Remizidae|Remiz|pendulinus|562702|Avian
moila snake|Rhagerhis moilensis|Squamata|Lamprophiidae|Rhagerhis|moilensis|1082069|Other
greater rhea|Rhea americana|Struthioniformes|Rheidae|Rhea|americana|174379|Avian
acuminate horseshoe bat|Rhinolophus acuminatus|Chiroptera|Rhinolophidae|Rhinolophus|acuminatus|631408|Non-human Mammal
intermediate horseshoe bat|Rhinolophus affinis|Chiroptera|Rhinolophidae|Rhinolophus|affinis|631410|Non-human Mammal
Blasius's horseshoe bat|Rhinolophus blasii|Chiroptera|Rhinolophidae|Rhinolophus|blasii|631414|Non-human Mammal
Bornean horseshoe bat|Rhinolophus borneensis|Chiroptera|Rhinolophidae|Rhinolophus|borneensis|631415|Non-human Mammal
Mediterranean horseshoe bat|Rhinolophus euryale|Chiroptera|Rhinolophidae|Rhinolophus|euryale|631428|Non-human Mammal
greater horseshoe bat|Rhinolophus ferrumequinum|Chiroptera|Rhinolophidae|Rhinolophus|ferrumequinum|631430|Non-human Mammal
lesser horseshoe bat|Rhinolophus hipposideros|Chiroptera|Rhinolophidae|Rhinolophus|hipposideros|631434|Non-human Mammal
Blyth's horseshoe bat|Rhinolophus lepidus|Chiroptera|Rhinolophidae|Rhinolophus|lepidus|631439|Non-human Mammal
Malayan horseshoe bat|Rhinolophus malayanus|Chiroptera|Rhinolophidae|Rhinolophus|malayanus|631443|Non-human Mammal
Mehely's horseshoe bat|Rhinolophus mehelyi|Chiroptera|Rhinolophidae|Rhinolophus|mehelyi|631446|Non-human Mammal
least horseshoe bat|Rhinolophus pusillus|Chiroptera|Rhinolophidae|Rhinolophus|pusillus|631454|Non-human Mammal
Shamel's horseshoe bat|Rhinolophus shameli|Chiroptera|Rhinolophidae|Rhinolophus|shameli|631460|Non-human Mammal
Chinese rufous horseshoe bat|Rhinolophus sinicus|Chiroptera|Rhinolophidae|Rhinolophus|sinicus|946010|Non-human Mammal
horseshoe bat|Rhinolophus sp.|Chiroptera|Rhinolophidae|Rhinolophus|Unknown|631260|Non-human Mammal
lesser brown horseshoe bat|Rhinolophus stheno|Chiroptera|Rhinolophidae|Rhinolophus|stheno|631464|Non-human Mammal
white-throated fantail|Rhipidura albicollis|Passeriformes|Rhipiduridae|Rhipidura|albicollis|562728|Avian
pied fantail|Rhipidura javanica|Passeriformes|Rhipiduridae|Rhipidura|javanica|562744|Avian
green-billed malkoha|Rhopodytes tristis|Cuculiformes|Cuculidae|Rhopodytes|tristis|705308|Avian
banded martin|Riparia cincta|Passeriformes|Hirundinidae|Riparia|cincta|562788|Avian
bank swallow|Riparia riparia|Passeriformes|Hirundinidae|Riparia|riparia|178436|Avian
sand martin|Riparia riparia|Passeriformes|Hirundinidae|Riparia|riparia|178436|Avian
red-legged kittiwake|Rissa brevirostris|Charadriiformes|Laridae|Rissa|brevirostris|176845|Avian
black-legged kittiwake|Rissa tridactyla|Charadriiformes|Laridae|Rissa|tridactyla|176875|Avian
painted snipe|Rostratula australis|Charadriiformes|Rostratulidae|Rostratula|australis|824119|Avian
greater painted snipe|Rostratula benghalensis|Charadriiformes|Rostratulidae|Rostratula|benghalensis|176464|Avian
Egyptian fruit bat|Rousettus aegyptiacus|Chiroptera|Pteropodidae|Rousettus|aegyptiacus|632267|Non-human Mammal
Leschenault's rousette bat|Rousettus leschenaultii|Chiroptera|Pteropodidae|Rousettus|leschenaultii|945995|Non-human Mammal
flying fox bat|Rousettus sp.|Chiroptera|Pteropodidae|Rousettus|Unknown|631301|Non-human Mammal
Indian skimmer|Rynchops albicollis|Charadriiformes|Laridae|Rynchops|albicollis|176964|Avian
black skimmer|Rynchops niger|Charadriiformes|Rynchopidae|Rynchops|niger|554447|Avian
tamarin|Saguinus sp.|Primates|Callitrichidae|Saguinus|Unknown|572809|Non-human Mammal
black-headed saltator|Saltator atriceps|Passeriformes|Cardinalidae|Saltator|atriceps|562807|Avian
greyish saltator|Saltator coerulescens|Passeriformes|Cardinalidae|Saltator|coerulescens|562812|Avian
knob-billed duck|Sarkidiornis melanotos|Anseriformes|Anatidae|Sarkidiornis|melanotos|553913|Avian
African piculet|Sasia africana|Piciformes|Picidae|Sasia|africana|553976|Avian
white-browed piculet|Sasia ochracea|Piciformes|Picidae|Sasia|ochracea|553978|Avian
pied bush chat|Saxicola caprata|Passeriformes|Muscicapidae|Saxicola|caprata|562829|Avian
Siberian stonechat|Saxicola maurus|Passeriformes|Muscicapidae|Saxicola|maurus|916346|Avian
African stonechat|Saxicola torquatus|Passeriformes|Muscicapidae|Saxicola|torquatus|726114|Avian
eastern phoebe|Sayornis phoebe|Passeriformes|Tyrannidae|Sayornis|phoebe|178329|Avian
white-chinned prinia|Schistolais leucopogon|Passeriformes|Cisticolidae|Schistolais|leucopogon|916601|Avian
gray squirrel|Sciurus carolinensis|Rodentia|Sciuridae|Sciurus|carolinensis|180175|Non-human Mammal
fox squirrel|Sciurus niger|Rodentia|Sciuridae|Sciurus|niger|180172|Non-human Mammal
sandpiper|Scolopacidae|Charadriiformes|Scolopacidae|Unknown|Unknown|176568|Avian
American woodcock|Scolopax minor|Charadriiformes|Scolopacidae|Scolopax|minor|176580|Avian
Eurasian woodcock|Scolopax rusticola|Charadriiformes|Scolopacidae|Scolopax|rusticola|176578|Avian
greater Asiatic yellow bat|Scotophilus heathii|Chiroptera|Vespertilionidae|Scotophilus|heathii|946144|Non-human Mammal
lesser Asiatic yellow bat|Scotophilus kuhlii|Chiroptera|Vespertilionidae|Scotophilus|kuhlii|632151|Non-human Mammal
ovenbird|Seiurus aurocapilla|Passeriformes|Parulidae|Seiurus|aurocapilla|726205|Avian
rufous hummingbird|Selasphorus rufus|Trochiliformes|Trochilidae|Selasphorus|rufus|178040|Avian
common canary|Serinus canaria|Passeriformes|Fringillidae|Serinus|canaria|179558|Avian
island canary|Serinus canaria|Passeriformes|Fringillidae|Serinus|canaria|179558|Avian
European serin|Serinus serinus|Passeriformes|Fringillidae|Serinus|serinus|562967|Avian
northern parula|Setophaga americana|Passeriformes|Parulidae|Setophaga|americana|950033|Avian
Audubon's warbler|Setophaga auduboni|Passeriformes|Parulidae|Setophaga|auduboni|950047|Avian
black-throated blue warbler|Setophaga caerulescens|Passeriformes|Parulidae|Setophaga|caerulescens|950042|Avian
myrtle warbler|Setophaga coronata|Passeriformes|Parulidae|Setophaga|coronata|950046|Avian
yellow-rumped warbler|Setophaga coronata|Passeriformes|Parulidae|Setophaga|coronata|950046|Avian
prairie warbler|Setophaga discolor|Passeriformes|Parulidae|Setophaga|discolor|950052|Avian
yellow-throated warbler|Setophaga dominica|Passeriformes|Parulidae|Setophaga|dominica|950049|Avian
magnolia warbler|Setophaga magnolia|Passeriformes|Parulidae|Setophaga|magnolia|950035|Avian
hermit warbler|Setophaga occidentalis|Passeriformes|Parulidae|Setophaga|occidentalis|950059|Avian
palm warbler|Setophaga palmarum palmarum|Passeriformes|Parulidae|Setophaga|palmarum palmarum|950185|Avian
chestnut-sided warbler|Setophaga pensylvanica|Passeriformes|Parulidae|Setophaga|pensylvanica|950040|Avian
yellow warbler|Setophaga petechia|Passeriformes|Parulidae|Setophaga|petechia|950039|Avian
American redstart|Setophaga ruticilla|Passeriformes|Parulidae|Setophaga|ruticilla|178979|Avian
blackpoll warbler|Setophaga striata|Passeriformes|Parulidae|Setophaga|striata|950041|Avian
Cape May warbler|Setophaga tigrina|Passeriformes|Parulidae|Setophaga|tigrina|950031|Avian
Townsend's warbler|Setophaga townsendi|Passeriformes|Parulidae|Setophaga|townsendi|950058|Avian
lowland akalat|Sheppardia cyornithopsis|Passeriformes|Muscicapidae|Sheppardia|cyornithopsis|562985|Avian
eastern bluebird|Sialia sialis|Passeriformes|Turdidae|Sialia|sialis|179801|Avian
saffron finch|Sicalis flaveola|Passeriformes|Thraupidae|Sicalis|flaveola|179556|Avian
hispid cotton rat|Sigmodon hispidus|Rodentia|Cricetidae|Sigmodon|hispidus|180349|Non-human Mammal
red-breasted nuthatch|Sitta canadensis|Passeriformes|Sittidae|Sitta|canadensis|178784|Avian
white-breasted nuthatch|Sitta carolinensis|Passeriformes|Sittidae|Sitta|carolinensis|178775|Avian
brown-headed nuthatch|Sitta pusilla|Passeriformes|Sittidae|Sitta|pusilla|178785|Avian
olivaceous woodcreeper|Sittasomus griseicapillus|Passeriformes|Furnariidae|Sittasomus|griseicapillus|563035|Avian
rufous-sided broadbill|Smithornis rufolateralis|Passeriformes|Eurylaimidae|Smithornis|rufolateralis|563039|Avian
gray-headed broadbill|Smithornis sharpei|Passeriformes|Eurylaimidae|Smithornis|sharpei|563040|Avian
spectacled eider|Somateria fischeri|Anseriformes|Anatidae|Somateria|fischeri|175161|Avian
common eider|Somateria mollissima|Anseriformes|Anatidae|Somateria|mollissima|175155|Avian
eider|Somateria sp.|Anseriformes|Anatidae|Somateria|Unknown|175154|Avian
king eider|Somateria spectabilis|Anseriformes|Anatidae|Somateria|spectabilis|175160|Avian
diadem snake|Spalerosophis diadema|Squamata|Colubridae|Spalerosophis|diadema|1082361|Other
blue-winged teal|Spatula discors|Anseriformes|Anatidae|Spatula|discors|1192577|Avian
western bluebill|Spermophaga haematina|Passeriformes|Estrildidae|Spermophaga|haematina|563053|Avian
Grant's bluebill|Spermophaga poliogenys|Passeriformes|Estrildidae|Spermophaga|poliogenys|563054|Avian
Humboldt penguin|Spheniscus humboldti|Sphenisciformes|Spheniscidae|Spheniscus|humboldti|174463|Avian
Magellanic penguin|Spheniscus magellanicus|Sphenisciformes|Spheniscidae|Spheniscus|magellanicus|174464|Avian
red-breasted sapsucker|Sphyrapicus ruber|Piciformes|Picidae|Sphyrapicus|ruber|178212|Avian
yellow-bellied sapsucker|Sphyrapicus varius|Piciformes|Picidae|Sphyrapicus|varius|178202|Avian
pine siskin|Spinus pinus|Passeriformes|Fringillidae|Spinus|pinus|179246|Avian
lesser goldfinch|Spinus psaltria|Passeriformes|Fringillidae|Spinus|psaltria|179254|Avian
Eurasian siskin|Spinus spinus|Passeriformes|Fringillidae|Spinus|spinus|997858|Avian
American goldfinch|Spinus tristis|Passeriformes|Fringillidae|Spinus|tristis|179249|Avian
clay-colored sparrow|Spizella pallida|Passeriformes|Emberizidae|Spizella|pallida|179439|Avian
chipping sparrow|Spizella passerina|Passeriformes|Emberizidae|Spizella|passerina|179435|Avian
field sparrow|Spizella pusilla|Passeriformes|Emberizidae|Spizella|pusilla|179443|Avian
American tree sparrow|Spizelloides arborea|Passeriformes|Emberizidae|Spizelloides|arborea|997961|Avian
red-billed starling|Spodiopsar sericeus|Passeriformes|Sturnidae|Spodiopsar|sericeus|915876|Avian
variable seedeater|Sporophila corvina|Passeriformes|Thraupidae|Sporophila|corvina|729221|Avian
yellow-bellied seedeater|Sporophila nigricollis|Passeriformes|Thraupidae|Sporophila|nigricollis|563093|Avian
slate-colored seedeater|Sporophila schistacea|Passeriformes|Thraupidae|Sporophila|schistacea|563099|Avian
white-collared seedeater|Sporophila torqueola|Passeriformes|Thraupidae|Sporophila|torqueola|179201|Avian
gray-throated babbler|Stachyris nigriceps|Passeriformes|Timaliidae|Stachyris|nigriceps|563120|Avian
spot-necked babbler|Stachyris strialata|Passeriformes|Timaliidae|Stachyris|strialata|916056|Avian
slender-billed greenbul|Stelgidillas gracilirostris|Passeriformes|Pycnonotidae|Stelgidillas|gracilirostris|916215|Avian
striped dolphin|Stenella coeruleoalba|Cetacea|Delphinidae|Stenella|coeruleoalba|180434|Non-human Mammal
brown skua|Stercorarius antarcticus|Charadriiformes|Stercorariidae|Stercorarius|antarcticus|660061|Avian
skua|Stercorarius antarcticus lonnbergi|Charadriiformes|Stercorariidae|Stercorarius|antarcticus lonnbergi|660065|Avian
Chilean skua|Stercorarius chilensis|Charadriiformes|Stercorariidae|Stercorarius|chilensis|660060|Avian
long-tailed jaeger|Stercorarius longicaudus|Charadriiformes|Stercorariidae|Stercorarius|longicaudus|176794|Avian
south polar skua|Stercorarius maccormicki|Charadriiformes|Stercorariidae|Stercorarius|maccormicki|660062|Avian
parasitic jaeger|Stercorarius parasiticus|Charadriiformes|Stercorariidae|Stercorarius|parasiticus|176793|Avian
great skua|Stercorarius skua|Charadriiformes|Stercorariidae|Stercorarius|skua|660059|Avian
roseate tern|Sterna dougallii|Charadriiformes|Laridae|Sterna|dougallii|176891|Avian
Forster's tern|Sterna forsteri|Charadriiformes|Sternidae|Sterna|forsteri|176887|Avian
South American tern|Sterna hirundinacea|Charadriiformes|Sternidae|Sterna|hirundinacea|176910|Avian
common tern|Sterna hirundo|Charadriiformes|Sternidae|Sterna|hirundo|176888|Avian
arctic tern|Sterna paradisaea|Charadriiformes|Sternidae|Sterna|paradisaea|176890|Avian
tern|Sterna sp.|Charadriiformes|Laridae|Sterna|Unknown|176885|Avian
snowy-crowned tern|Sterna trudeaui|Charadriiformes|Laridae|Sterna|trudeaui|176886|Avian
little tern|Sternula albifrons|Charadriiformes|Laridae|Sternula|albifrons|824126|Avian
least tern|Sternula antillarum|Charadriiformes|Laridae|Sternula|antillarum|824127|Avian
yellow-billed tern|Sternula superciliaris|Charadriiformes|Sternidae|Sternula|superciliaris|824132|Avian
freckled duck|Stictonetta naevosa|Anseriformes|Anatidae|Stictonetta|naevosa|175230|Avian
forest robin|Stiphrornis erythrothorax|Passeriformes|Muscicapidae|Stiphrornis|erythrothorax|563147|Avian
rufous flycatcher-thrush|Stizorhina fraseri|Passeriformes|Turdidae|Stizorhina|fraseri|916138|Avian
spotted dove|Streptopelia chinensis|Columbiformes|Columbidae|Streptopelia|chinensis|177134|Avian
Eurasian collared dove|Streptopelia decaocto|Columbiformes|Columbidae|Streptopelia|decaocto|177139|Avian
Oriental turtle dove|Streptopelia orientalis|Columbiformes|Columbidae|Streptopelia|orientalis|177142|Avian
Barbary dove|Streptopelia risoria|Columbiformes|Columbidae|Streptopelia|risoria|177136|Avian
ringed turtle dove|Streptopelia risoria|Columbiformes|Columbidae|Streptopelia|risoria|177136|Avian
red-eyed dove|Streptopelia semitorquata|Columbiformes|Columbidae|Streptopelia|semitorquata|177146|Avian
laughing dove|Streptopelia senegalensis|Columbiformes|Columbidae|Streptopelia|senegalensis|177147|Avian
red turtle dove|Streptopelia tranquebarica|Columbiformes|Columbidae|Streptopelia|tranquebarica|177148|Avian
turtle dove|Streptopelia turtur|Columbiformes|Columbidae|Streptopelia|turtur|177149|Avian
barred owl|Strix varia|Strigiformes|Strigidae|Strix|varia|177921|Avian
ostrich|Struthio camelus|Struthioniformes|Struthionidae|Struthio|camelus|174375|Avian
red-breasted blackbird|Sturnella militaris|Passeriformes|Icteridae|Sturnella|militaris|563161|Avian
chestnut-tailed starling|Sturnia malabarica|Passeriformes|Sturnidae|Sturnia|malabarica|915883|Avian
common starling|Sturnus vulgaris|Passeriformes|Sturnidae|Sturnus|vulgaris|179637|Avian
European starling|Sturnus vulgaris|Passeriformes|Sturnidae|Sturnus|vulgaris|179637|Avian
Peruvian booby|Sula variegata|Suliformes|Sulidae|Sula|variegata|174710|Avian
meerkat|Suricata suricatta|Carnivora|Herpestidae|Suricata|suricatta|621906|Non-human Mammal
Visayan warty pig|Sus cebifrons|Artiodactyla|Suidae|Sus|cebifrons|625014|Non-human Mammal
pig|Sus scrofa|Artiodactyla|Suidae|Sus|scrofa|NA|Non-human Mammal
swine|Sus scrofa|Artiodactyla|Suidae|Sus|scrofa|NA|Non-human Mammal
wild boar|Sus scrofa|Artiodactyla|Suidae|Sus|scrofa|180722|Non-human Mammal
swine|Sus scrofa domesticus|Artiodactyla|Suidae|Sus|scrofa domesticus|NA|Non-human Mammal
pig|Sus scrofa scrofa|Artiodactyla|Suidae|Sus|scrofa scrofa|898310|Non-human Mammal
swine|Sus scrofa scrofa|Artiodactyla|Suidae|Sus|scrofa scrofa|898310|Non-human Mammal
Eurasian blackcap|Sylvia atricapilla|Passeriformes|Sylviidae|Sylvia|atricapilla|563183|Avian
garden warbler|Sylvia borin|Passeriformes|Sylviidae|Sylvia|borin|563185|Avian
common whitethroat|Sylvia communis|Passeriformes|Sylviidae|Sylvia|communis|563188|Avian
lesser whitethroat|Sylvia curruca|Passeriformes|Sylviidae|Sylvia|curruca|563190|Avian
Orphean warbler|Sylvia hortensis|Passeriformes|Sylviidae|Sylvia|hortensis|563192|Avian
western orphean warbler|Sylvia hortensis|Passeriformes|Sylviidae|Sylvia|hortensis|563192|Avian
warbler|Sylvia sp.|Passeriformes|Sylviidae|Sylvia|Unknown|558266|Avian
green crombec|Sylvietta virens|Passeriformes|Macrosphenidae|Sylvietta|virens|563214|Avian
Eastern cottontail|Sylvilagus floridanus|Lagomorpha|Leporidae|Sylvilagus|floridanus|180124|Non-human Mammal
sooty-fronted spinetail|Synallaxis frontalis|Passeriformes|Furnariidae|Synallaxis|frontalis|563231|Avian
Australasian grebe|Tachybaptus novaehollandiae|Podicipediformes|Podicipedidae|Tachybaptus|novaehollandiae|563257|Avian
little grebe|Tachybaptus ruficollis|Podicipediformes|Podicipedidae|Tachybaptus|ruficollis|563259|Avian
mangrove swallow|Tachycineta albilinea|Passeriformes|Hirundinidae|Tachycineta|albilinea|563261|Avian
tree swallow|Tachycineta bicolor|Passeriformes|Hirundinidae|Tachycineta|bicolor|178431|Avian
violet-green swallow|Tachycineta thalassina|Passeriformes|Hirundinidae|Tachycineta|thalassina|178427|Avian
Brazilian free-tailed bat|Tadarida brasiliensis|Chiroptera|Molossidae|Tadarida|brasiliensis|180088|Non-human Mammal
ruddy shelduck|Tadorna ferruginea|Anseriformes|Anatidae|Tadorna|ferruginea|175056|Avian
common shelduck|Tadorna tadorna|Anseriformes|Anatidae|Tadorna|tadorna|175055|Avian
Australian shelduck|Tadorna tadornoides|Anseriformes|Anatidae|Tadorna|tadornoides|175060|Avian
zebra finch|Taeniopygia guttata|Passeriformes|Estrildidae|Taeniopygia|guttata|563276|Avian
sand hopper|Talitrus saltator|Amphipoda|Talitridae|Talitrus|saltator|95044|Other
chipmunk|Tamias sp.|Rodentia|Sciuridae|Tamias|Unknown|180188|Non-human Mammal
red squirrel|Tamiasciurus hudsonicus|Rodentia|Sciuridae|Tamiasciurus|hudsonicus|180166|Non-human Mammal
black-capped tanager|Tangara heinei|Passeriformes|Thraupidae|Tangara|heinei|563298|Avian
black-bearded tomb bat|Taphozous melanopogon|Chiroptera|Emballonuridae|Taphozous|melanopogon|631735|Non-human Mammal
Egyptian tomb bat|Taphozous perforatus|Chiroptera|Emballonuridae|Taphozous|perforatus|631737|Non-human Mammal
tapir|Tapirus sp.|Perissodactyla|Tapiridae|Tapirus|Unknown|926066|Non-human Mammal
great antshrike|Taraba major|Passeriformes|Thamnophilidae|Taraba|major|563327|Avian
brown-crowned tchagra|Tchagra australis|Passeriformes|Malaconotidae|Tchagra|australis|563333|Avian
Bate's paradise-flycatcher|Terpsiphone batesi|Passeriformes|Monarchidae|Terpsiphone|batesi|916278|Avian
black-headed paradise-flycatcher|Terpsiphone rufiventer|Passeriformes|Monarchidae|Terpsiphone|rufiventer|563370|Avian
red-bellied paradise-flycatcher|Terpsiphone rufiventer|Passeriformes|Monarchidae|Terpsiphone|rufiventer|563370|Avian
rufous-vented paradise-flycatcher|Terpsiphone rufocinerea|Passeriformes|Monarchidae|Terpsiphone|rufocinerea|563371|Avian
African paradise-flycatcher|Terpsiphone viridis|Passeriformes|Monarchidae|Terpsiphone|viridis|563372|Avian
spur-thighed tortoise|Testudo graeca|Testudines|Testudinidae|Testudo|graeca|551865|Other
Egyptian tortoise|Testudo kleinmanni|Testudines|Testudinidae|Testudo|kleinmanni|551868|Other
Cabot's tern|Thalasseus acuflavidus eurygnatha|Charadriiformes|Laridae|Thalasseus|acuflavidus eurygnatha|825115|Avian
elegant tern|Thalasseus elegans|Charadriiformes|Laridae|Thalasseus|elegans|176931|Avian
royal tern|Thalasseus maximus|Charadriiformes|Sternidae|Thalasseus|maximus|824142|Avian
Sandwich tern|Thalasseus sandvicensis|Charadriiformes|Laridae|Thalasseus|sandvicensis|176932|Avian
